Drug_ID,Drug,Y
quinone,O=C1C=CC(=O)C=C1,-6.5
3-methyl-1H-indole,Cc1c[nH]c2ccccc12,-5.88
1-cyclopropylethanone,CC(=O)C1CC1,-4.61
cyclopropane,C1CC1,0.75
methyl cyclopropanecarboxylate,COC(=O)C1CC1,-4.1
2-methyltetrahydrofuran,C[C@H]1CCCO1,-3.3
tetrahydrofuran,C1CCOC1,-3.47
"2,5-dimethyltetrahydrofuran",C[C@H]1CC[C@H](C)O1,-2.92
octafluorocyclobutane,FC1(F)C(F)(F)C(F)(F)C1(F)F,3.43
diphenyl ether,c1ccc(Oc2ccccc2)cc1,-2.87
"2-(2,3-dimethylphenyl)aminobenzoic acid",Cc1cccc(Nc2ccccc2C(=O)O)c1C,-6.78
cyclopentene,C1=CCCC1,0.56
azetidine,C1CNC1,-5.56
"cyclohepta-1,3,5-triene",C1=CC=CCC=C1,-0.99
