ID	X	Y
"CHEMBL1098402"	"CS(=O)(=O)c1ccc(-c2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1"	1
"CHEMBL596591"	"Cc1nc2c(Cl)cccc2n1-c1cccc(Oc2cccc(S(=O)(=O)C(C)C)c2)c1"	1
"CHEMBL3601297"	"CN(C)Cc1ccc(C(=O)Cn2ccc(OCc3ccc(Cl)cn3)cc2=O)cc1"	0
"CHEMBL2181641"	"COc1ccc(-c2c(C3CCCC3)c3ccc(C(=O)NC4(C(=O)Nc5ccc(C=CC(=O)O)cc5)CCC4)cc3n2C)cn1"	0
"CHEMBL2346736"	"Cc1nc(C(=O)Nc2ccc(F)cn2)c(C)n1-c1ccc(F)cc1"	0
"CHEMBL4471055"	"Cc1[nH]c(N)nc1-c1cn(S(=O)(=O)c2cccc3ccccc23)c2ccccc12"	1
"CHEMBL3794566"	"COc1cc(OC(F)F)c2c(c1Cl)O[C@]1(C2=O)C(OCc2ccccc2)=CC(=O)C[C@H]1C"	1
"CHEMBL3422070"	"CN1CCC(Oc2ccc(-c3[nH]nc4ccc(NC(=O)C(c5ccccn5)C5CCCC5)cc34)cc2)CC1"	1
"CHEMBL4208724"	"CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2-c2ccc(C3(C#N)CCCC3)cc2)CC1"	1
"CHEMBL2431646"	"COc1ccc(CCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)cc1"	1
"CHEMBL2037604"	"C[C@H](COc1ccc(-c2cnnc(O)c2)cc1)CN1CCC[C@H]1C"	0
"CHEMBL1082292"	"CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2C)S1(=O)=O"	1
"CHEMBL1650441"	"Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2Cl)c1=O"	0
"CHEMBL3622204"	"C[C@@H](Oc1cc(-c2cnn(C)c2)cc2ncsc12)[C@H]1CNC(=O)C1"	0
"CHEMBL1823410"	"Cn1nc(-c2ccc(C(=O)N3CCC[C@H]3CN3CCCC3)cc2)ccc1=O"	0
"CHEMBL2159746"	"O=C(NCc1ccccc1)c1ccccc1C(=O)N1CCCC1"	1
"CHEMBL4574073"	"Cc1ccc2c(C(CC(F)(F)F)c3ccccc3)c(-c3ccccc3)[nH]c2c1"	1
"CHEMBL4453296"	"O=S(=O)(NCc1ccc(-c2ccc(F)cc2)cc1F)c1cc2cc(Cl)ccc2[nH]1"	0
"CHEMBL3337538"	"CC(=O)N1CCN(c2ccc(C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)CC1"	1
"CHEMBL1683905"	"NCC1(c2cccs2)CCCCC1"	0
"CHEMBL606033"	"CN(C)c1ccc(C(=O)N2CCC(NS(=O)(=O)c3cc(S(=O)(=O)c4ccccc4)ccc3C(F)(F)F)CC2)cn1"	1
"CHEMBL4206943"	"O=C(c1cnc2ccc(F)cc2c1N1CCCCCC1)N1CCN(C(=O)C2CC2)CC1"	1
"CHEMBL2181924"	"O=c1sc2cc(CCCF)ccc2n1CCN1CCCCCC1"	1
"CHEMBL1643574"	"Nc1nccc2cc(O[C@H]3CCCN(Cc4ccccc4)C3)ccc12"	1
"CHEMBL3422095"	"O=C(N[C@H](c1ncccn1)C1CCCC1)c1ccc2n[nH]c(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1"	0
"CHEMBL1818054"	"COCCCC[C@@](O)(c1ccccc1-c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)C1"	0
"CHEMBL4213918"	"COc1cccn2c(=O)c3cc(C(=O)N[C@@H](C)c4ccccc4)c(=N)n(Cc4ccccc4)c3nc12"	1
"CHEMBL1957061"	"CCC1=C(C(=O)OCC2CCCCC2)[C@H](c2cccc(O)c2)NC(=O)N1"	1
"CHEMBL4205142"	"CC1(C#N)CCN(c2c(C(=O)N3CCN(S(C)(=O)=O)CC3)cnc3sccc23)CC1"	0
"CHEMBL1778206"	"Cc1c2c(n3c1CC(=O)N(CCN(C)C)CC[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O"	0
"CHEMBL3347618"	"CCCCCCCC(c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(Br)cc12)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(Br)cc12"	0
"CHEMBL1164729"	"Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O"	0
"CHEMBL473841"	"CN(CC(=O)NC(c1cccc([N+](=O)[O-])c1)c1cc(Cl)c2cccnc2c1O)c1ccccc1"	1
"CHEMBL3236549"	"CC(C)c1cc(N2CC[C@@H](N)C2)nc(N)n1"	0
"CHEMBL4570851"	"O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)nc2c1SCC2"	0
"CHEMBL3422084"	"O=C(N[C@H](c1ccccn1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4C5CCC4COC5)cc3)c2c1"	0
"CHEMBL549756"	"Cc1ccc(OC(=O)Nc2ccc3c(c2)sc2cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc23)cc1"	0
"CHEMBL400641"	"CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCOCC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1"	0
"CHEMBL179154"	"O=C(CN1CCC(N2C(=O)OCc3cc(F)ccc32)CC1)Nc1ccc2ncccc2c1"	1
"CHEMBL1081358"	"Cc1c(Nc2c(C#N)cncc2C=Cc2cccc(S(=O)(=O)N3CCCC3)c2)ccc2[nH]ccc12"	1
"CHEMBL1760202"	"COc1ccccc1N1CCN(C(=O)c2cc(-c3ccc(Cl)cc3)[nH]n2)[C@@H](C)C1"	1
"CHEMBL221875"	"c1ccc(-c2cnc(Nc3cc(CN4CCCC4)ccn3)s2)cc1"	1
"CHEMBL213330"	"Cc1ccccc1CN(CCN(Cc1cncn1C)c1ccc(-c2ccccc2)cc1)S(=O)(=O)c1cn(C)cn1"	1
"CHEMBL4532616"	"FC(F)(F)CC(c1cccs1)c1c(-c2ccccc2)[nH]c2cc(Cl)ccc12"	0
"CHEMBL4584494"	"C=C(c1ccc2c(c1)c1ccccc1n2C)c1cc(C)nc2ccccc12"	0
"CHEMBL611735"	"CS(=O)(=O)c1cccc(Oc2cccc(-c3c(Cc4ccccc4)nc4c(C(F)(F)F)cccn34)c2)c1"	1
"CHEMBL1650413"	"N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(c1=O)CCCC2"	1
"CHEMBL3398166"	"COc1cc([C@@]2(O)CCN(C)C[C@@H]2O)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1"	0
"CHEMBL3740727"	"NCCCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)c1nccs1)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1"	0
"CHEMBL3603926"	"N#Cc1cc(Cl)c(F)c(-c2cc(-c3ccc(F)cn3)ncn2)c1"	0
"CHEMBL4175440"	"Cc1cccc2c(Nc3cccc(-c4nc5c(C(N)=O)cccc5[nH]4)c3)c3ccccc3nc12"	0
"CHEMBL2431533"	"N#Cc1cccc(-c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)c1"	1
"CHEMBL4206272"	"CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2-c2ccc(C3(C#N)CC3)cc2)CC1"	0
"CHEMBL392431"	"NC1CN(c2nccc(-c3ccccc3)n2)CC1c1ccc(Cl)cc1Cl"	0
"CHEMBL4210671"	"CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC(C=O)(c3ccccc3)CC2)CC1"	0
"CHEMBL3741721"	"COc1cc(N2C(=O)N(Cc3c(F)cc(F)cc3Cl)c3ccccc3S2(=O)=O)cnc1OC"	1
"CHEMBL1760608"	"Cc1c2c(n3c1CNCCCCNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O"	1
"CHEMBL4159992"	"CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(CNc3nc(O)c4c(n3)CCC4)c(F)c2)o1)C(C)C"	1
"CHEMBL1082544"	"Cc1c(Nc2c(C#N)cncc2C=Cc2cc(CN3CCN(C)CC3)ccn2)ccc2[nH]ccc12"	1
"CHEMBL1779538"	"Cc1c2c(n3c1CCCN1C[C@H](O)C[C@@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O"	1
"CHEMBL4468399"	"C[C@@H](Nc1nc(O)c2cnn(C3CCCC3)c2n1)C(=O)N1CCSC1"	1
"CHEMBL446978"	"CC(C)(C)c1ccc(-c2nc3c(N4CCN(Cc5ccc6[nH]c(=O)c(=O)n(Cc7cccnc7)c6c5)CC4)cccc3[nH]2)cc1"	1
"CHEMBL1683314"	"CC(C)NC(=O)c1cccc(-c2cc(-c3ccc(N4CCN(C)CC4)c(Br)c3)[nH]n2)c1"	1
"CHEMBL4088383"	"CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(CSc3nc(O)c4c(n3)CCC4)c(F)c2)o1)C1CCCCC1"	1
"CHEMBL3718400"	"O=C(Nc1cccc(S(=O)(=O)C(F)(F)F)c1)c1ccccc1NC(=O)c1ccccc1OCC(F)(F)F"	0
"CHEMBL2163631"	"COc1cc(C(=O)c2c[nH]c(-c3c[nH]c4ccccc34)n2)cc(OC)c1OC"	0
"CHEMBL2381931"	"CCn1cc/c(=N\c2ccc(Oc3cccc(OC(F)(F)F)c3)cc2)c2ccc(C(F)(F)F)cc21"	0
"CHEMBL4281347"	"CS(=O)(=O)c1ccc(-c2ccc([C@H](Cn3ccnc3)NC(=O)c3ccc(-c4nnc(-c5ccccc5)o4)cc3)c(Cl)c2)cc1"	0
"CHEMBL1650418"	"N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(-c2ccoc2)c1=O"	1
"CHEMBL3120765"	"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5C=CCCCCC[C@H](NC(=O)c5ccn(CC(F)(F)F)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C"	0
"CHEMBL3093806"	"CC(C)(C)C(=O)Oc1cn(-c2ccccc2)c(CSc2nc3cc(C(=O)O)ccc3o2)cc1=O"	0
"CHEMBL3355956"	"CCc1c(C2CCN(CCCSc3ccc(F)cc3)CC2)c2ccc(F)cc2n1-c1ccc(C(=O)O)cn1"	0
"CHEMBL1651849"	"CC(C)CS(=O)(=O)Oc1ccc(S(=O)(=O)CC2CS2)cc1"	0
"CHEMBL4216229"	"CCC1(C#N)CCN(c2c(C(=O)N3CCN(S(C)(=O)=O)CC3)cnc3ccc(F)cc23)CC1"	1
"CHEMBL569321"	"CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2cc(C)ccc2n1"	1
"CHEMBL2018286"	"C[C@@H](Nc1nc(NC2(C(F)(F)F)CC2)c2nc(-c3cccc(S(C)(=O)=O)c3)ccc2n1)c1ccc(-n2cncn2)cc1"	0
"CHEMBL4165359"	"CC(C)S(=O)(=O)c1ccc(-c2cnc3c(O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc2-3)cc1"	0
"CHEMBL4210664"	"O=C(c1cnc2ccc(F)cc2c1N1C[C@H]2CCCC[C@H]2C1)N1CCN(C(=O)C2CC2)CC1"	1
"CHEMBL232104"	"COC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1"	1
"CHEMBL467069"	"Cc1c(Nc2c(C#N)cncc2-c2ccc(OCCN3CCN(C)CC3)cc2)ccc2[nH]ccc12"	1
"CHEMBL1085317"	"CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4cccc(N5CCN(C)CC5)c4)cnn3c2N)cc1"	1
"CHEMBL1087038"	"Cc1cnc(NCC(c2ccccc2)c2ccccc2)c(=O)n1CC(=O)NCCON=C(N)N"	1
"CHEMBL4207423"	"CC(C)(C)c1ccc(-c2c(C(=O)N3CCN(S(C)(=O)=O)CC3)cnc3ccc(F)cc23)cc1"	1
"CHEMBL4161885"	"COc1cc(C(=O)c2c[nH]c(-c3c[nH]c4ccccc34)n2)cc2c1OCCCO2"	0
"CHEMBL4208405"	"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(-c3c(C)[nH]c4ccccc34)c12"	0
"CHEMBL4217112"	"Cc1ncc(C(=O)Nc2ccc(-c3ccsc3)cn2)cn1"	1
"CHEMBL605730"	"CS(=O)(=O)c1cccc(Oc2cccc(-n3c(C(F)(F)F)nc4c(C(F)(F)F)cccc43)c2)c1"	1
"CHEMBL1083644"	"CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4cccc(N5CCNCC5)c4)cnn3c2N)cc1"	0
"CHEMBL492327"	"Cc1nc(CN2CCN(c3cccc4[nH]c(-c5ccc(C(C)(C)C)cc5)nc34)CC2)cn1C"	1
"CHEMBL1835214"	"CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCC(F)C4)n3)cc2)C1=O"	1
"CHEMBL1290396"	"CC(C)(CNC(=O)c1cccc(C(F)(F)F)c1)CN(C1=NS(=O)(=O)c2cc(F)ccc21)c1ccccc1"	0
"CHEMBL3672392"	"CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4ncon4)c3)cc12"	0
"CHEMBL589345"	"CC(C)n1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4cccnc4)cc3)nc21"	1
"CHEMBL529986"	"CC(C)(C)c1cc(C(=O)Nc2cccnc2)cc(C(=O)Nc2cccnc2)c1"	0
"CHEMBL1096530"	"COc1cc(N2CCN(C3CCN(c4c(F)ccc5cccnc45)CC3)CC2)c2ncccc2c1"	1
"CHEMBL1170661"	"CCCCN1C(=O)C(CCCC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2"	1
"CHEMBL3764829"	"CN1CCN(Cc2ccc(C3Nc4cccc5c(O)nnc(c45)C3c3ccccc3)cc2)CC1"	1
"CHEMBL3357896"	"CCCCOC(=O)COC(=O)C=Cc1ccc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)cc1OCC"	0
"CHEMBL3609325"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCCOc3ccc(cc3)C[C@@H](C(=O)O)NC(=O)[C@H](Cc3ccc4ccccc4c3)NC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)n3cc(nn3)COc3ccc(cc3)C[C@@H](NS(=O)(=O)C3CC3)NC(=O)[C@H](Cc3ccc4ccccc4c3)NC(=O)[C@@H]1C2)C(C)(C)C"	0
"CHEMBL475598"	"CN(CC(=O)NC(c1ccccc1Cl)c1cc(Cl)c2cccnc2c1O)Cc1ccccc1"	1
"CHEMBL1683433"	"CC(C)NCc1ccc(-c2cc(-c3cccc(C(=O)NC(C)C)c3)[nH]n2)cc1"	0
"CHEMBL1682431"	"Cc1c(Cl)c(-c2cccc3cc[nH]c23)cc2c1NC(C)(C)[C@H](O)[C@H]2C"	1
"CHEMBL2398472"	"CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12"	1
"CHEMBL3633735"	"COc1ccc2c(O[C@H]3C[C@H]4C(=O)N(C)CCCCC=C[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C"	0
"CHEMBL591357"	"CCNC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4nnn(CC)c4n3)cc2)cc1"	1
"CHEMBL591759"	"CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(N)=O)cc4)cc3)nc21"	1
"CHEMBL1650423"	"CC#Cc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O"	0
"CHEMBL2386145"	"CC(C)(C)c1ccc(-c2ccc(C#N)cn2)cc1"	1
"CHEMBL3652000"	"Nc1ccc(C2CCCCC2)nc1C(=O)Nc1cnccc1[C@@H]1CCC[C@H](N)C1"	1
"CHEMBL1683423"	"CN1CCN(c2ccc(-c3cc(-c4cccc(C(=O)NCC#N)c4)[nH]n3)cc2)CC1"	1
"CHEMBL1084107"	"CN(C)C(C(=O)Nc1cc2ccnc(O)c2cc1Cl)c1ccccc1"	1
"CHEMBL3769877"	"OCCOCCN1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1"	1
"CHEMBL4171418"	"C=C(C)[C@@H]1CC[C@]2(NCCO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL2012795"	"Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1CO"	0
"CHEMBL4175595"	"C=C(C)[C@@H]1CC[C@]2(NCCN3CCN(S(=O)(=O)C(C)C)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL4292467"	"CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCSc3ccccc3)c(C)c2)n1CC"	0
"CHEMBL1171278"	"COC(=O)c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1"	1
"CHEMBL4227382"	"C=C(C)[C@@H]1CC[C@]2(CNCCCN(C)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL1829753"	"CC1(c2ccccc2)CCN(c2cccc(-c3ccc(F)cc3)c2)C(=O)O1"	0
"CHEMBL3598094"	"CC(C)OC(=O)N1CCC(O[C@H]2CC[C@H](Oc3cnc(S(C)(=O)=O)cn3)CC2)CC1"	0
"CHEMBL1170804"	"CC(=O)c1cc(C(=O)NOC[C@H](O)CO)c(Nc2ccc(I)cc2F)n1C"	1
"CHEMBL4527602"	"O=C(Nc1ccc(Cl)cc1)Nc1ccc(-c2ccccc2)s1"	0
"CHEMBL4438562"	"COC(=O)Nc1ccc2c(c1)NC(=O)CCC=CC[C@H](N1CC[C@H](c3cccc(Cl)c3)CC1=O)c1nc-2c[nH]1"	1
"CHEMBL1651844"	"CCCS(=O)(=O)Oc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1"	1
"CHEMBL1779533"	"Cc1c2c(n3c1CCCN1CCOC[C@@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O"	1
"CHEMBL3356518"	"[2H]C([2H])([2H])C(c1ccccc1-c1ncc(C)c(NCc2ccc(-n3ccnn3)cc2)n1)C([2H])([2H])[2H]"	1
"CHEMBL3590073"	"COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccn3)CCCCC2)cc1"	1
"CHEMBL3603914"	"N#Cc1cc(Cl)cc(-c2cc(-n3cccn3)ncn2)c1"	1
"CHEMBL4173487"	"CCc1nc2ccc(Cl)cn2c1C(=O)NCc1ccc2oc(C3CCCCC3)nc2c1"	1
"CHEMBL595482"	"Cc1nc2ccccc2n1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1"	1
"CHEMBL192"	"CCCc1nn(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12"	0
"CHEMBL398584"	"CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2"	0
"CHEMBL1088241"	"COc1cc(Nc2c(C#N)cnc3cc(C=CCCN(C)C)c(OC)cc23)c(Cl)cc1Cl"	1
"CHEMBL475667"	"Cc1cc(NCC(=O)NC(c2cccc([N+](=O)[O-])c2)c2cc(Cl)c3cccnc3c2O)ccc1Cl"	1
"CHEMBL4202411"	"CC(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC(C)(C#N)CC2)CC1"	0
"CHEMBL565628"	"O=C(NCCC(c1ccccc1)c1ccccc1)c1ccc(OCC(F)(F)F)nc1"	1
"CHEMBL2035823"	"C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(Oc3ccccn3)c(Cl)c2)n1"	1
"CHEMBL477063"	"COc1cnc(CN=Cc2c(O)nc(O)c3ccc(I)cc23)cc1O"	0
"CHEMBL603636"	"CC(C)c1nc2c(C(F)(F)F)cccc2n1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1"	1
"CHEMBL3634503"	"Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCNC4)nn23)c(C(F)(F)F)n1"	1
"CHEMBL1098401"	"CS(=O)(=O)c1cccc(-c2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c1"	1
"CHEMBL3765275"	"CN(C)Cc1cccc(C2c3nnc(O)c4cccc(c34)NC2c2ccccc2)c1"	1
"CHEMBL2431051"	"CCOc1ccccc1OCCNCCCCN1C(=O)C2CCCN2C1=O"	1
"CHEMBL1088738"	"Cc1c(Nc2c(C#N)cncc2C=Cc2cccc(CN3CCC(O)CC3)n2)ccc2[nH]ccc12"	1
"CHEMBL1818065"	"CC(=O)NCCC[C@@](O)(c1cccc(Cl)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)C1"	0
"CHEMBL595454"	"Cc1nc2c(Cl)cccc2n1-c1cc(Oc2cccc(S(=O)(=O)C(C)C)c2)ccc1Cl"	1
"CHEMBL559583"	"CC(C)OC(=O)Nc1ccc2c(c1)sc1cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc12"	0
"CHEMBL1615025"	"Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21"	0
"CHEMBL1935601"	"O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)C1(CCCOC1)NCC3"	1
"CHEMBL4438037"	"O=C(NCCCCN1CCN(c2ccc(Cl)cc2Cl)CC1)c1ccc(-c2ccsc2)cc1"	1
"CHEMBL4214533"	"CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(Cl)cc3c2N2CCC(C#N)(c3ccccc3)CC2)CC1"	1
"CHEMBL611932"	"CC(C)(C)c1ccc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1.O=C(O)C(=O)O"	0
"CHEMBL538635"	"CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C[C@@H](O)CN2CCN(S(C)(=O)=O)CC2)cc2ccccc21"	0
"CHEMBL4218564"	"CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC3(CC2)CC(=O)c2ccccc23)CC1"	1
"CHEMBL4444169"	"[2H]C([2H])([2H])NC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1S(C)(=O)=O"	0
"CHEMBL2059581"	"COC[C@@H]1CCCN1CC(O)CN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1nn(C(C)C)c3ccccc13)C2"	0
"CHEMBL3603908"	"N#Cc1ccc(F)c(-c2cc(-n3cccn3)ncn2)c1"	1
"CHEMBL480929"	"O=C(COc1cccnc1)NC(c1cccc(F)c1)c1cc(Cl)c2cccnc2c1O"	1
"CHEMBL4176183"	"CNC(=O)[C@@H](NC(=O)c1csc(-c2ccc(CSc3nc(O)c4c(n3)CCC4)c(F)c2)n1)C(C)C"	1
"CHEMBL489058"	"CCN1CCN(CCC=Cc2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1"	1
"CHEMBL1835222"	"O=C1CN(Cc2ccc(-c3ccc(F)c(CN4CCS(=O)(=O)CC4)n3)cc2)C(=O)N1C1CC1"	0
"CHEMBL595483"	"CCS(=O)(=O)c1cccc(Oc2cccc(-n3c(C)nc4c(C(F)(F)F)cccc43)c2)c1"	1
"CHEMBL3785258"	"C=C(C)[C@@H]1CC[C@]2(C(=O)NCCN(CC)CC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL4645439"	"CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F"	0
"CHEMBL4204664"	"Cc1ccc2nc3c(cc(C(=O)NCc4ccc(C(F)(F)F)cc4)c(=N)n3C(C)c3ccc(Cl)c(Cl)c3)c(=O)n2c1"	0
"CHEMBL403698"	"COc1cc2nc(N3CCCN(C(=O)N4CC(O)C(O)C4)CC3)nc(Nc3ccccn3)c2cc1OC"	0
"CHEMBL1098403"	"CCc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(-c2cccc(S(C)(=O)=O)c2)c1"	0
"CHEMBL1672199"	"COc1ccc(-c2csc(Nc3cc4ccccc4cn3)n2)cc1OC"	0
"CHEMBL2036635"	"C[C@@H]1CCCN1CCCOc1ccc(C(=O)CN2CCN(C(=O)c3ccccc3)CC2)cc1"	0
"CHEMBL3354935"	"CC(C)(NC(=O)c1nn(C(C)(C)C)c2c1C[C@H]1C[C@@H]21)c1ccccc1"	1
"CHEMBL4569725"	"O=S(=O)(NCc1ccc(-c2ccc(F)nc2)cc1)c1cc2ccc(Cl)cc2[nH]1"	1
"CHEMBL1779539"	"Cc1c2c(n3c1CCCN1C[C@@H](F)C[C@@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O"	1
"CHEMBL1094557"	"COc1cc(N2CCN(C3CCN(c4cccc5cc(C(F)(F)F)cnc45)CC3)CC2)c2ncccc2c1"	1
"CHEMBL4171334"	"CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(CSc3nc(O)cc(C(F)(F)F)n3)c(F)c2)o1)C(C)C"	0
"CHEMBL4162305"	"CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(CSc3nccc(O)n3)c(F)c2)o1)C(C)C"	0
"CHEMBL2386149"	"CC1(c2ccc(-c3ccc(C#N)cn3)cc2)COC1"	0
"CHEMBL215769"	"Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)CC2CCCCC2)c1"	1
"CHEMBL1096380"	"CC(C)(C)c1[nH]cnc1C=c1[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O"	0
"CHEMBL474788"	"CC(=O)c1ccc(NCC(=O)NC(c2ccc(C)cc2)c2cc(Cl)c3cccnc3c2O)cc1"	1
