ID	X	Y
"CHEMBL3289428"	"COCCN(C)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12"	1
"CHEMBL1605605"	"C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1"	0
"CHEMBL253216"	"Cc1ccc(-c2nn(CCC(C)(C)C)c(=O)c(C3=NS(=O)(=O)c4cc(OCC(N)=O)ccc4N3)c2O)s1"	0
"CHEMBL1684201"	"COc1ccc2c(c1)C[C@H](c1nc(O)c3cc(-c4cn[nH]c4)ccc3n1)CO2"	0
"CHEMBL1928256"	"CCc1c2nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)cnc3OCCOC)nc(O)c2nn1CC(C)C"	1
"CHEMBL4458012"	"Cc1cnc(NC(=O)NCCOc2ccc(Cl)c(C)c2)s1"	1
"CHEMBL480558"	"CCC(CC)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1"	1
"CHEMBL379297"	"c1cc2c3c(cccc3c1)C(N1CCC(c3c[nH]c4ncccc34)CC1)C2"	1
"CHEMBL2408321"	"Cc1ccoc1C(=O)Nc1ccc(F)c(-c2nc3ncccc3o2)c1"	1
"CHEMBL2207546"	"N#CC1(n2cc([C@@H](NC(=O)c3ccon3)C3CCCCC3)nn2)CC1"	0
"CHEMBL4447583"	"Cc1cc(-c2ccc(C(F)(F)F)cn2)[nH]c1C(=O)N[C@@H](CN)c1ncc(CO)s1"	0
"CHEMBL3326471"	"COc1cc(-c2nccc3[nH]c(-c4ccc5[nH]ccc5c4)nc23)cc(OC)c1OC"	0
"CHEMBL4561073"	"Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)C=C2NC(=O)c3ccccc32)cc1"	0
"CHEMBL3355217"	"Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(C=CC(=O)O)c(OCC5CC5)c4)CCC3)cc21"	0
"CHEMBL2152397"	"O=S(=O)(c1ccccc1)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1"	0
"CHEMBL22150"	"CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1"	0
"CHEMBL2018918"	"COc1ccc2[nH]c(SCc3ccc(C(C)(C)C)cc3)nc2c1"	1
"CHEMBL539222"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=S)NCCCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O"	0
"CHEMBL565829"	"CCc1n[nH]c(CC)c1Oc1cc(C#N)cc(C#N)c1"	0
"CHEMBL4285143"	"O=C(N1CCN(c2ncnc3[nH]nc(Cl)c23)CC1)C1(c2ccc(Cl)c(Cl)c2)CCNCC1"	0
"CHEMBL382227"	"O=C(NO)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1"	1
"CHEMBL233816"	"COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1"	1
"CHEMBL4071545"	"COC(=O)Nc1ccc2c(c1)NC(=O)CCC=CC[C@H](NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1"	0
"CHEMBL2312644"	"COc1ccccc1CNc1ncc(C(=O)NCCCCN(C)C)c(NC2CCCC2)n1"	0
"CHEMBL1630783"	"C[C@@H]1CC[C@H]([C@@H](C)CO)C[C@@H]1N(C)c1ncnc2[nH]ccc12"	1
"CHEMBL76"	"CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12"	0
"CHEMBL27759"	"Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1"	0
"CHEMBL1098403"	"CCc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(-c2cccc(S(C)(=O)=O)c2)c1"	0
"CHEMBL585487"	"C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2cccnc12"	0
"CHEMBL3353357"	"Cc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(C=Cc4ccc(CN5CCOCC5)cc4)[nH]nc3c1)C(=O)N2"	0
"CHEMBL257207"	"CN1CCc2nc(C(=O)NC3CCCCC3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1"	1
"CHEMBL2012904"	"O=C(NOC[C@@H](O)CO)c1c(Nc2ccc(I)cc2F)c(F)c(=O)n2c1CCC2"	0
"CHEMBL4169215"	"COc1cnc(-c2cc[nH]n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12"	0
"CHEMBL4641445"	"O=C(NCCCCc1ccccc1)NC1CCC(O)CC1"	0
"CHEMBL2152418"	"CC(C)C(=O)N[C@H]1CC[C@H](n2cnc3cnc4[nH]ccc4c32)CC1"	0
"CHEMBL1642914"	"CN[C@H]1CCc2ccccc2[C@@H]1c1ccc(Cl)c(Cl)c1"	0
"CHEMBL1083425"	"Fc1ccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)cc1"	0
"CHEMBL3410048"	"COc1ccc(N(CCO)C(=O)Nc2ccc(-c3ncnc4[nH]cc(C)c34)cc2)cc1"	0
"CHEMBL4164432"	"COc1cnc(-c2cncc(O)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12"	0
"CHEMBL1862016"	"ON=C(Nc1ccccc1)c1ccccc1-c1ccccc1"	0
"CHEMBL1951329"	"COC(=O)c1cccc(NC(=O)Nc2ccc(-c3ccnc4[nH]cnc34)cc2)c1"	1
"CHEMBL3133260"	"C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@H]3CC[C@H](O)CC3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC"	1
"CHEMBL3353883"	"CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c2ccc(C#N)cc2)on1"	0
"CHEMBL2332063"	"COc1cccc(CN(CCN(C)C)C(=O)Nc2ccc(-c3cn[nH]c3)cn2)c1"	1
"CHEMBL578791"	"CCc1nn(CCO)c(CC)c1Cc1cc(Cl)cc(Cl)c1"	1
"CHEMBL3827067"	"Cc1ccc(C)c(NC(=O)NC(=O)CSc2nc3ccccc3nc2C)c1"	0
"CHEMBL454138"	"CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21"	1
"CHEMBL4533211"	"COc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4ccccc4OC)[C@@H](Cc4ccccc4)C3)cc2c1"	1
"CHEMBL4445085"	"O=C(Nc1ccc(F)c(-c2nc3cc(-c4ccc(F)cc4)cnc3[nH]2)c1)N1CCCC1"	1
"CHEMBL166269"	"c1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1"	1
"CHEMBL2398472"	"CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12"	0
"CHEMBL1684228"	"COc1cc(-c2cn[nH]c2)cc2c(O)nc(C3COc4ccccc4O3)nc12"	1
"CHEMBL3752735"	"COC(=O)Nc1cccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)C=Cc2cc(Cl)ccc2-n2cnnn2)c1"	0
"CHEMBL3760108"	"COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)CC(C)C)cc21"	0
"CHEMBL4440543"	"CC1(NC(=O)Nc2ccc(OC(F)F)nc2)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1"	0
"CHEMBL3401697"	"Nc1ccc(-c2ccc(CNCCNc3ccnc4cc(Cl)ccc34)s2)cc1"	0
"CHEMBL2386595"	"[2H]C([2H])([2H])N1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1"	1
"CHEMBL4567690"	"O=C(NCC1CCCCC1)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1"	1
"CHEMBL4637894"	"O=C(N[C@@H]1CCCc2c1cnn2-c1ccccc1F)c1ncn2c1CCCC2"	0
"CHEMBL4526458"	"C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(C(=O)CCc4ccc(O)c(O)c4)CC3)cc2)O1"	1
"CHEMBL1673020"	"CC(C)N1C(=O)C(=O)N=C1N=C(Nc1ccc(Cl)c(Cl)c1)NC1C2CC3CC(C2)CC1C3"	1
"CHEMBL4205664"	"CCN(CC)c1ccc(CCNC(=O)c2ccc(O)cc2)cc1"	1
"CHEMBL1823882"	"CCOc1ccccc1C(=O)NCC1(N2CCNCC2)CCCCC1"	0
"CHEMBL425483"	"N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(F)cc2c1=O"	0
"CHEMBL2207854"	"Cc1ccc(-c2c(C)nn3c(NCCCN(C)C)cc(C)nc23)cc1"	0
"CHEMBL4470840"	"Cc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4cccc(C5(O)COC5)c4)[C@@H](Cc4ccccc4)C3)cc2c1"	1
"CHEMBL3125628"	"CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O"	1
"CHEMBL3354554"	"CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C(=O)N2CCS(=O)(=O)CC2)on1"	0
"CHEMBL3421924"	"CN(C)CCCN=C(Nc1ccnc2cc(Cl)ccc12)c1ccc(Cl)cc1"	0
"CHEMBL1209626"	"CC(C)CC1n2cncc2CN([C@H](C)c2ccc(Cl)cc2)S1(=O)=O"	1
"CHEMBL402413"	"CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C4CCCC4=O)ccc3N2)c1=O"	0
"CHEMBL565317"	"CCc1nn(CCO)c(CC)c1Oc1cc(Cl)cc(Cl)c1"	0
"CHEMBL4649463"	"CCCCC(C(=O)c1ccc(OCCN(C)C)cc1)c1ccccc1C(C)C"	1
"CHEMBL1669599"	"NC(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1"	0
"CHEMBL2152416"	"c1cc2c(ncc3ncn([C@H]4CC[C@H](N5CCOCC5)CC4)c32)[nH]1"	0
"CHEMBL4647704"	"COC(=O)Nc1ccc2c(c1)N[C@@H](C(F)(F)F)CCCC[C@H](NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1"	0
"CHEMBL2203999"	"CCc1cc(-c2ccc(C(F)(F)F)o2)n(-c2ccc3c(c2)nc(-c2cc(C(=O)N4CCCC4)ccc2O)n3Cc2cc(C)c(=O)n(C)c2)n1"	1
"CHEMBL446708"	"CC(C)n1c(=O)n(Cc2nc3ccccc3n2CCCC#N)c2cnccc21"	1
"CHEMBL2387141"	"CCC(C)(C)c1nn(CCO)c2c1N=C(c1ccc(-n3cc(C)nc3C)cc1)CNC2=O"	1
"CHEMBL4585824"	"COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1c(F)cc(C)cc1F)c1cc-2ccn1"	1
"CHEMBL404720"	"CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(S(=O)(=O)N(C)C)ccc3N2)c1=O"	1
"CHEMBL3297981"	"CCc1nc2ccc(Cl)cn2c1C(=O)NCc1ccc(-c2ccccc2)cc1"	1
"CHEMBL4563408"	"O=C(Nc1ccc(OC(F)F)nc1)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1"	0
"CHEMBL4161554"	"C=C(C)[C@@H]1CC[C@]2(NCCN3CC4C(C3)C4NS(C)(=O)=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL4451623"	"CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CCCCCC(=O)NO)c2c(=O)n1-c1ccccc1"	0
"CHEMBL3357427"	"CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1C=CC(=O)OC"	0
"CHEMBL1084908"	"N#Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CC(=O)NCCONC(=N)N"	0
"CHEMBL1085141"	"NC(C(=O)Nc1cc2ccnc(O)c2cc1Cl)c1ccccc1"	0
"CHEMBL1683904"	"CNCC1(c2ccc(-c3ccccc3)cc2)CCCCC1"	0
"CHEMBL3699163"	"COC(=O)Nc1ccc2c(c1)NCCCCC[C@H](NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1"	1
"CHEMBL176282"	"CCn1c2ccccc2c2cc(NC(=O)CN3CCC(N4C(=O)OCc5ccc(C)cc54)CC3)ccc21"	0
"CHEMBL1083706"	"c1ccc(C(Cc2ccccc2OCC2CC2)N2CCNCC2)cc1"	0
"CHEMBL4649427"	"C[C@H](NS(=O)(=O)c1ccc(-c2sc(-c3nnc(C(C)(C)O)o3)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F"	0
"CHEMBL1081530"	"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(C1=C(O)[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3N(CC3CCCC3)C1=O)=N2"	1
"CHEMBL4469855"	"COc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4ccccc4)[C@@H](CN4CCN(CC(F)(F)F)CC4)C3)cc2c1"	1
"CHEMBL258328"	"CCOC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1"	1
"CHEMBL4218132"	"COc1cc([C@H](c2cc3cc(Br)ccc3nc2OC)[C@@](O)(CCN(C)C)c2cccc(F)c2)cnc1OC"	1
"CHEMBL2431641"	"O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)Nc1ccncc1)C1CCCCC1"	0
"CHEMBL555196"	"COC(=O)[C@H]1[C@@H](O)[C@@]2(O)c3c(OC)cc(O[C@@H]4O[C@@H]([C@H](O)CO)CO[C@H]4OC)cc3O[C@@]2(c2ccc(OC)cc2)[C@@H]1c1ccccc1"	0
"CHEMBL1222435"	"c1ccc(Cn2nnnc2C(c2ccc(-n3cccc3)cc2)N2CCCN(C3CCC3)CC2)cc1"	1
"CHEMBL4639653"	"CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N(CC)CC)c(Cl)c1Cl)C(F)(F)F"	0
"CHEMBL400225"	"CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(c1ccc(F)c(F)c1)O2"	1
"CHEMBL1076302"	"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(Cl)cc3)C1=O)=N2"	0
"CHEMBL4519558"	"CC(=O)Nc1cccc(-c2ccc3nc(-c4cccnc4N)n(-c4ccc(C5(N)CCC5)cc4)c3n2)c1"	0
"CHEMBL1682441"	"C[C@H]1c2c(cc(F)c(-c3cccc4cc[nH]c34)c2F)NC(C)(C)[C@@H]1O"	0
"CHEMBL3216984"	"CN(C)CC(C)(C)Cn1c(CC(C)(C)C)nc2cc(/C=C/C(=O)NO)ccc21"	0
"CHEMBL3113359"	"COc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1"	1
"CHEMBL1813489"	"Clc1ccc(C[C@@]23CCCC[C@@H]2CNC3)cc1Cl"	0
"CHEMBL1092073"	"CN(C)CCNC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ccn(CC(F)(F)F)c4n3)cc2)cc1"	0
"CHEMBL4293348"	"O=C(O)c1ccc(N(Cc2ccc(C3CCCCC3)cc2)C(=O)[C@@H]2CCCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1"	0
"CHEMBL4524451"	"COC(C)(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H](CNc3cccc(O)c3)CCC[C@]12C"	0
"CHEMBL1808642"	"O=C(/C=C/c1ccc2c(c1)CN(Cc1ccccc1)C2)NO"	0
"CHEMBL2013050"	"O=S(=O)(C1CC1)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1"	0
"CHEMBL561898"	"CO[C@H]1CC[C@@]2(C)[C@H](CC[C@H]3[C@@H]4CC[C@@]5(CC(C)=C4C[C@@H]32)O[C@@H]2C[C@H](C)CN[C@H]2[C@H]5C)C1"	0
"CHEMBL389074"	"N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(Cl)cc2c1=O"	0
"CHEMBL4471665"	"COc1ccc(N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN2CCN(S(=O)(=O)c3ccc(N)cc3)CC2=O)cc1"	1
"CHEMBL4550607"	"COc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4ccc5ccn(C)c5c4)[C@@H](Cc4ccccc4)C3)cc2c1"	1
"CHEMBL1808979"	"COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N(C)CCN(C)C)cc3)cc2)nc(N2CCOCC2)n1"	0
"CHEMBL2408316"	"Cc1ccc(NC(=O)c2occc2C)cc1-c1nc2ncccc2o1"	1
"CHEMBL2392489"	"CS(=O)(=O)N1CCC(n2nnc3cnc4[nH]ccc4c32)CC1"	0
"CHEMBL1684489"	"CC(=O)NCCON=Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F"	0
"CHEMBL1915048"	"CN[C@@H]1CCN(c2nc(N)nc3c2oc2ncc(Cl)cc23)C1"	0
"CHEMBL1684043"	"CCC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1"	0
"CHEMBL559583"	"CC(C)OC(=O)Nc1ccc2c(c1)sc1cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc12"	0
"CHEMBL1085567"	"COc1ccccc1CC(c1ccc(F)cc1)N1CCNCC1"	0
"CHEMBL4160947"	"C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL475613"	"O=C(Nc1ccc(-c2cn[nH]c2)cc1)C1COc2ccc(Cl)cc2C1"	0
"CHEMBL4161506"	"O=C(NC1(C(F)(F)F)CCC1)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21"	0
"CHEMBL2442249"	"CCN1CCN(C(c2ccc(C(F)(F)F)cc2)c2cc(Cl)c3cccnc3c2O)CC1"	0
"CHEMBL398805"	"O=c1n(Cc2nc3ccccc3n2CCCCF)c2cnccc2n1C1CC1"	1
"CHEMBL1684197"	"Oc1nc(C2COc3ccccc3C2)nc2ccc(-c3cn[nH]c3)cc12"	0
"CHEMBL495536"	"O=C([C@H]1CCCN1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1"	1
"CHEMBL4588376"	"CCOc1cccc(CN2C(=O)CN(C(=O)c3cc4cc(OC)ccc4[nH]3)C[C@@H]2Cc2ccccc2)c1"	1
"CHEMBL38434"	"Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O"	0
"CHEMBL1235761"	"N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(Br)c1=O"	0
"CHEMBL3133262"	"C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@H]3CC=CCC3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC"	1
"CHEMBL2181502"	"COc1ccc(-c2cc(-c3ccc(C(F)(F)F)cc3)cnc2N)cn1"	0
"CHEMBL4648510"	"O=C(CCCOCc1ccccc1)N[C@H]1CC[C@H](O)CC1"	0
"CHEMBL3315061"	"CC(C)(C(=O)NC(N)=O)[C@@H]1c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)nc2Oc2c(F)cccc21"	0
"CHEMBL4576212"	"Nc1ncccc1-c1cc(Cc2ccc(Cc3ccco3)cc2)no1"	1
"CHEMBL230383"	"C[C@H](Cc1cccc(CC(=O)NCc2cc(C(F)(F)F)ccc2F)c1)NC[C@H](O)c1ccc(O)c(CO)c1"	1
"CHEMBL260259"	"COc1cc(Cl)ccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1"	0
"CHEMBL3125628"	"CC(C)(C)NC(=O)Nc1nc(Cl)c(CCc2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O"	0
"CHEMBL4581631"	"C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(CCCc4cccc(O)c4)CC3)cc2)O1"	1
"CHEMBL1684708"	"CC(C)[C@]1(C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)CCC(F)(F)F)CC[C@@H](NC2CCOCC2F)C1"	0
"CHEMBL1684051"	"CC(N)C1(c2ccc(OC(F)(F)F)cc2)CCCCC1"	0
"CHEMBL3126926"	"COc1ccc2c(c1)NC(=O)CN2c1nc(C)nc2ccccc12"	0
"CHEMBL3126923"	"COc1ccc2c(c1)C(O)CCN2c1nc(C)nc2ccccc12"	0
"CHEMBL3120293"	"CNc1nc(NCCCN(C)C)c2sc(-c3ccc4nonc4c3)cc2n1"	0
"CHEMBL2387437"	"COc1ccc(C2=Nc3c(C(C)(C)C)nn(CCCO)c3C(=O)NC2)cc1-c1ccc(C(=O)O)cc1"	0
"CHEMBL4438980"	"Cc1ccccc1OCC(=O)Nc1ccc2cnn(C)c2c1"	1
"CHEMBL560429"	"Cc1ccc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nc1"	0
"CHEMBL1923181"	"COc1cccc([C@@H](C)NC(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1"	0
"CHEMBL4470092"	"Oc1ccc(-c2cc(-c3ccccc3Cl)nc3c2Cc2c(O)cccc2-3)cc1"	0
"CHEMBL1860725"	"ON=C(NC1CCCCC1)c1cc(F)cc(F)c1"	0
"CHEMBL1171682"	"CC(=O)c1c(Cl)c(C(=O)NOC[C@H](O)CO)c(Nc2ccc(I)cc2F)n1C"	0
"CHEMBL605996"	"CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCOCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21"	1
"CHEMBL1684221"	"COc1ccc2c(c1)CC(c1nc(O)c3cc(-c4cn[nH]c4)cc(OC)c3n1)CO2"	0
"CHEMBL3354530"	"CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C2CC2)no1"	1
"CHEMBL1857984"	"CCCCCC(C)NCc1coc(-c2ccc(OC)cc2)n1"	0
"CHEMBL575055"	"COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)Cc4ccco4)cc3)sc2n1"	1
"CHEMBL3354947"	"CC(C)(NC(=O)c1nn(-c2ccc(F)cc2F)c2c1C[C@H]1C[C@@H]21)c1ccncc1"	1
"CHEMBL1774628"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCNC(=O)Nc2cccc3ccccc23)[C@H](C)[C@@H](O)[C@]1(C)O"	0
"CHEMBL453635"	"Cc1[nH]ncc1-c1ccc2[nH]c(C3COc4ccccc4C3)nc2c1"	1
"CHEMBL4172680"	"C=C(C)[C@@H]1CC[C@]2(NC(=O)CCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL563216"	"O=C(NCCC(c1ccc(F)cc1)c1ccc(F)cc1)c1cccnc1"	1
"CHEMBL4640297"	"Cc1ccc(C(=O)Nc2ccc(CN3CCC4C=NNC4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12"	1
"CHEMBL2018919"	"COc1ccc2[nH]c(SCc3ccc(Cl)cc3)nc2c1"	1
"CHEMBL4218827"	"Clc1cc2nc(CNc3nc(N4CCOCC4)nc4c3ncn4-c3cccnc3)[nH]c2cc1Cl"	0
"CHEMBL3353878"	"CC(C)(C)c1cc(NC(=O)[C@@H]2C[C@@H](O)CN2C2CCCCC2)on1"	0
"CHEMBL1808625"	"Cc1[nH]c2ccccc2c1CC(=O)N1Cc2ccc(/C=C/C(=O)NO)cc2C1"	0
"CHEMBL1684684"	"CC(C)[C@]1(C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)CC(C)(C)C)CC[C@@H](NC2CCOCC2)C1"	0
"CHEMBL1774640"	"CCOC(=O)CCN(CCN1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C)C(=O)Nc1ccc2ccccc2c1"	0
"CHEMBL4213937"	"CC#C[C@@H](Cc1nn[nH]n1)c1ccc(OCc2ccc3sc(F)c(-c4ccccc4C)c3c2)cc1"	1
"CHEMBL3759721"	"CC(CNc1ccnc2cc(Cl)ccc12)NCCC12CC3CC(CC(C3)C1)C2"	1
"CHEMBL1673008"	"CCON=C(NC1=NC(=O)C(=O)N1C(C)C)Nc1ccc(Cl)c(Cl)c1"	0
"CHEMBL4549068"	"O=[N+]([O-])CC(c1ncccc1F)c1c(-c2ccccc2)[nH]c2ccccc12"	1
"CHEMBL305187"	"CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1"	1
"CHEMBL3422022"	"CCN(CC)CCC/N=C(\c1cccnc1)N(CCCN(CC)CC)c1ccnc2cc(Cl)ccc12"	0
"CHEMBL1630764"	"CN(c1ncnc2[nH]ccc12)C1CCCCCC1"	1
"CHEMBL394016"	"CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C(F)(F)F)O2"	0
"CHEMBL4645717"	"CC1CCCCC1NC(=O)NCCOc1nnc(C2CC2)n1-c1ccccc1"	1
"CHEMBL1290041"	"O=c1cc(-c2ccc(C(F)(F)F)cc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1"	0
