experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity
exp_0202,0.0001,0.3,128,3,0.01,1.0,1,1e-05,5,300,50,scaffold,97.3236,88.1287,,83.2732,,233,True,2025-11-21 11:01:04,0.9763,0.9140,0.9173,0.9023,0.9271,0.9104,0.7950,0.8185,0.8175,0.7658,0.8678,0.7660,0.8019,0.7931,0.7257
exp_0033,0.001,0.3,32,3,0.1,0.01,1,0.0,5,300,50,scaffold,98.9577,88.4113,,83.3369,,59,True,2025-11-21 11:02:03,0.9890,0.9529,0.9553,0.9521,0.9538,0.8832,0.7772,0.8076,0.8273,0.7120,0.8661,0.7660,0.8075,0.8218,0.6831
exp_0021,0.001,0.3,32,3,0.1,1.0,1,0.0,5,300,50,scaffold,99.0680,88.7462,,84.7125,,59,True,2025-11-21 11:06:17,0.9922,0.9556,0.9577,0.9499,0.9621,0.8947,0.8102,0.8353,0.8516,0.7563,0.8881,0.7680,0.8077,0.8161,0.6968
exp_0016,0.001,0.3,128,3,1.0,0.01,1,0.0,5,300,50,scaffold,99.4974,88.2118,,83.9116,,75,True,2025-11-21 11:06:20,0.9956,0.9629,0.9651,0.9699,0.9550,0.8739,0.7758,0.8111,0.8516,0.6772,0.8771,0.7694,0.8060,0.8023,0.7206
exp_0010,0.001,0.3,128,3,1.0,0.1,1,0.0,5,300,50,scaffold,99.4938,88.1572,,83.7939,,75,True,2025-11-21 11:10:37,0.9955,0.9658,0.9678,0.9696,0.9617,0.8717,0.7964,0.8255,0.8516,0.7247,0.8760,0.7742,0.8108,0.8103,0.7206
exp_0187,0.0001,0.3,128,3,0.1,0.1,1,1e-05,3,300,50,scaffold,95.8408,86.9360,,83.7581,,411,True,2025-11-21 11:10:49,0.9580,0.8905,0.8950,0.8834,0.8984,0.8902,0.8033,0.8232,0.8102,0.7943,0.8691,0.7817,0.8132,0.7954,0.7615
exp_0012,0.001,0.3,32,3,1.0,0.01,1,0.0,3,300,50,scaffold,96.4180,87.2201,,83.2681,,88,True,2025-11-21 11:11:03,0.9375,0.8944,0.8944,0.8463,0.9484,0.8638,0.7703,0.7758,0.7032,0.8576,0.8636,0.7612,0.7943,0.7724,0.7445
exp_0184,0.0001,0.3,128,3,0.1,1.0,1,1e-05,5,300,50,scaffold,97.3073,88.1341,,83.3541,,233,True,2025-11-21 11:12:58,0.9762,0.9160,0.9192,0.9042,0.9292,0.9113,0.7937,0.8171,0.8151,0.7658,0.8689,0.7639,0.7986,0.7839,0.7342
exp_0192,0.0001,0.3,32,3,0.1,0.01,1,1e-05,3,300,50,scaffold,95.6865,88.2857,,83.8578,,292,True,2025-11-21 11:14:12,0.9565,0.8946,0.8989,0.8867,0.9034,0.8949,0.8088,0.8243,0.7932,0.8291,0.8673,0.7783,0.8155,0.8207,0.7155
exp_0009,0.001,0.3,32,3,1.0,0.1,1,0.0,5,300,50,scaffold,99.2187,88.1764,,84.7032,,58,True,2025-11-21 11:15:12,0.9931,0.9539,0.9565,0.9603,0.9467,0.8950,0.7923,0.8179,0.8248,0.7500,0.8847,0.7742,0.8086,0.7989,0.7376
exp_0106,0.001,0.3,128,3,0.01,0.01,1,1e-05,5,300,50,scaffold,99.6610,88.8832,,83.0950,,74,True,2025-11-21 11:15:31,0.9971,0.9696,0.9712,0.9688,0.9704,0.8774,0.7882,0.8127,0.8127,0.7563,0.8672,0.7557,0.7925,0.7816,0.7172
exp_0104,0.001,0.3,512,3,0.01,0.01,1,1e-05,3,300,50,scaffold,97.7334,86.2022,,82.3733,,176,True,2025-11-21 11:16:10,0.9791,0.9185,0.9221,0.9116,0.9263,0.8836,0.7882,0.8089,0.7932,0.7816,0.8492,0.7721,0.8045,0.7851,0.7530
exp_0194,0.0001,0.3,512,3,0.1,0.01,1,1e-05,3,300,50,scaffold,92.3179,86.4217,,81.5585,,500,False,2025-11-21 11:17:26,0.9273,0.8433,0.8461,0.8143,0.8759,0.8897,0.7895,0.8046,0.7664,0.8196,0.8458,0.7522,0.7917,0.7885,0.6985
exp_0107,0.001,0.3,512,3,0.01,0.01,1,1e-05,5,300,50,scaffold,99.3899,87.6775,,82.8117,,97,True,2025-11-21 11:19:04,0.9946,0.9600,0.9624,0.9688,0.9500,0.8954,0.7717,0.8074,0.8467,0.6741,0.8611,0.7687,0.8080,0.8149,0.7002
exp_0195,0.0001,0.3,32,3,0.1,0.01,1,1e-05,5,300,50,scaffold,98.5132,88.7185,,83.5238,,220,True,2025-11-21 11:19:16,0.9865,0.9362,0.9390,0.9283,0.9450,0.9032,0.8006,0.8225,0.8175,0.7785,0.8711,0.7680,0.7961,0.7586,0.7819
exp_0181,0.0001,0.3,128,3,0.1,1.0,1,1e-05,3,300,50,scaffold,95.8632,86.9202,,83.7683,,411,True,2025-11-21 11:19:21,0.9587,0.8899,0.8944,0.8823,0.8984,0.8911,0.8006,0.8212,0.8102,0.7880,0.8683,0.7811,0.8129,0.7966,0.7581
exp_0198,0.0001,0.3,32,3,0.01,1.0,1,1e-05,3,300,50,scaffold,95.6811,88.1579,,83.8444,,292,True,2025-11-21 11:20:35,0.9564,0.8932,0.8975,0.8845,0.9030,0.8938,0.8061,0.8213,0.7883,0.8291,0.8687,0.7756,0.8128,0.8161,0.7155
exp_0092,0.001,0.3,512,3,0.01,1.0,1,1e-05,3,300,50,scaffold,97.7336,86.1483,,82.4128,,176,True,2025-11-21 11:21:28,0.9789,0.9177,0.9215,0.9131,0.9229,0.8842,0.7799,0.8015,0.7859,0.7722,0.8461,0.7714,0.8031,0.7805,0.7581
exp_0201,0.0001,0.3,32,3,0.01,1.0,1,1e-05,5,300,50,scaffold,98.4648,88.7231,,83.4244,,220,True,2025-11-21 11:23:11,0.9859,0.9356,0.9383,0.9268,0.9454,0.9057,0.8061,0.8291,0.8321,0.7722,0.8711,0.7625,0.7911,0.7529,0.7768
exp_0093,0.001,0.3,32,3,0.01,1.0,1,1e-05,5,300,50,scaffold,99.1932,88.0979,,84.1297,,59,True,2025-11-21 11:25:13,0.9928,0.9539,0.9557,0.9402,0.9692,0.8751,0.7882,0.8145,0.8224,0.7437,0.8785,0.7756,0.8130,0.8172,0.7138
exp_0095,0.001,0.3,512,3,0.01,1.0,1,1e-05,5,300,50,scaffold,99.8890,87.7714,,82.6891,,173,True,2025-11-21 11:25:32,0.9990,0.9827,0.9836,0.9785,0.9875,0.8933,0.7882,0.8149,0.8248,0.7405,0.8504,0.7721,0.8126,0.8276,0.6899
exp_0085,0.001,0.3,128,3,0.1,0.01,1,1e-05,3,300,50,scaffold,97.2040,87.6736,,83.1672,,103,True,2025-11-21 11:27:16,0.9737,0.9022,0.9021,0.8522,0.9584,0.8827,0.7772,0.7868,0.7275,0.8418,0.8612,0.7694,0.8033,0.7885,0.7411
exp_0080,0.001,0.3,512,3,0.1,0.1,1,1e-05,3,300,50,scaffold,96.3094,86.0775,,82.2555,,137,True,2025-11-21 11:30:25,0.9663,0.8936,0.8962,0.8689,0.9213,0.8767,0.7772,0.7934,0.7567,0.8038,0.8486,0.7563,0.7883,0.7598,0.7513
exp_0089,0.001,0.3,512,3,0.1,0.01,1,1e-05,5,300,50,scaffold,99.8695,87.5166,,82.0859,,173,True,2025-11-21 11:31:42,0.9989,0.9806,0.9815,0.9762,0.9854,0.8914,0.7937,0.8223,0.8443,0.7278,0.8476,0.7680,0.8086,0.8207,0.6899
exp_0185,0.0001,0.3,512,3,0.1,1.0,1,1e-05,5,300,50,scaffold,97.6823,87.8615,,82.5777,,500,False,2025-11-21 11:32:29,0.9797,0.9203,0.9244,0.9216,0.9188,0.9059,0.7937,0.8175,0.8175,0.7627,0.8613,0.7728,0.8112,0.8172,0.7070
exp_0082,0.001,0.3,128,3,0.1,0.1,1,1e-05,5,300,50,scaffold,99.7793,88.8555,,82.4357,,90,True,2025-11-21 11:32:48,0.9981,0.9766,0.9779,0.9755,0.9779,0.8904,0.7854,0.8182,0.8540,0.6962,0.8617,0.7714,0.8100,0.8161,0.7053
exp_0077,0.001,0.3,512,3,0.1,1.0,1,1e-05,5,300,50,scaffold,99.5957,87.8861,,82.8013,,111,True,2025-11-21 11:34:27,0.9965,0.9676,0.9693,0.9684,0.9667,0.8911,0.7827,0.8092,0.8151,0.7405,0.8629,0.7756,0.8158,0.8322,0.6917
exp_0190,0.0001,0.3,128,3,0.1,0.1,1,1e-05,5,300,50,scaffold,97.3465,88.1125,,83.2401,,233,True,2025-11-21 11:35:09,0.9765,0.9166,0.9197,0.9042,0.9304,0.9093,0.7882,0.8127,0.8127,0.7563,0.8690,0.7666,0.8014,0.7885,0.7342
exp_0175,0.0001,0.3,128,3,1.0,0.01,1,1e-05,3,300,50,scaffold,95.8198,87.3822,,83.7261,,411,True,2025-11-21 11:36:55,0.9592,0.8905,0.8952,0.8849,0.8967,0.8930,0.8074,0.8293,0.8273,0.7816,0.8696,0.7804,0.8126,0.7977,0.7547
exp_0180,0.0001,0.3,32,3,0.1,1.0,1,1e-05,3,300,50,scaffold,95.7721,88.1772,,84.0202,,292,True,2025-11-21 11:37:40,0.9573,0.8932,0.8978,0.8871,0.9000,0.8941,0.8074,0.8228,0.7908,0.8291,0.8690,0.7776,0.8151,0.8207,0.7138
exp_0167,0.0001,0.3,512,3,1.0,1.0,1,1e-05,5,300,50,scaffold,97.5801,87.8422,,82.3286,,500,False,2025-11-21 11:37:50,0.9787,0.9225,0.9266,0.9257,0.9188,0.9094,0.8033,0.8258,0.8248,0.7753,0.8602,0.7721,0.8109,0.8184,0.7036
exp_0065,0.001,0.3,512,3,1.0,0.1,1,1e-05,5,300,50,scaffold,99.7845,88.3481,,82.4879,,141,True,2025-11-21 11:39:18,0.9981,0.9739,0.9753,0.9751,0.9725,0.9026,0.7978,0.8248,0.8418,0.7405,0.8574,0.7701,0.8098,0.8195,0.6968
exp_0182,0.0001,0.3,512,3,0.1,1.0,1,1e-05,3,300,50,scaffold,92.2943,86.4671,,81.5697,,500,False,2025-11-21 11:39:55,0.9265,0.8433,0.8465,0.8169,0.8730,0.8880,0.7909,0.8051,0.7640,0.8259,0.8455,0.7557,0.7956,0.7966,0.6951
exp_0050,0.001,0.3,512,3,0.01,0.01,1,0.0,3,300,50,scaffold,95.8743,85.8665,,82.1594,,137,True,2025-11-21 11:41:12,0.9613,0.8824,0.8841,0.8485,0.9204,0.8767,0.7730,0.7854,0.7348,0.8228,0.8488,0.7577,0.7880,0.7540,0.7632
exp_0046,0.001,0.3,128,3,0.01,0.1,1,0.0,5,300,50,scaffold,99.5941,88.9356,,83.3989,,74,True,2025-11-21 11:42:00,0.9965,0.9676,0.9693,0.9688,0.9663,0.8834,0.7813,0.8082,0.8151,0.7373,0.8719,0.7591,0.7951,0.7828,0.7240
exp_0183,0.0001,0.3,32,3,0.1,1.0,1,1e-05,5,300,50,scaffold,98.4405,88.8039,,83.4068,,220,True,2025-11-21 11:44:17,0.9858,0.9338,0.9366,0.9242,0.9446,0.9054,0.8047,0.8277,0.8297,0.7722,0.8699,0.7625,0.7911,0.7529,0.7768
exp_0066,0.001,0.3,32,3,1.0,0.01,1,1e-05,3,300,50,scaffold,97.3933,87.6151,,82.6706,,97,True,2025-11-21 11:44:20,0.9663,0.9240,0.9274,0.9172,0.9317,0.8820,0.8102,0.8284,0.8102,0.8101,0.8511,0.7680,0.8035,0.7943,0.7291
exp_0069,0.001,0.3,32,3,1.0,0.01,1,1e-05,5,300,50,scaffold,99.5091,87.8145,,82.9922,,81,True,2025-11-21 11:45:27,0.9950,0.9658,0.9675,0.9610,0.9713,0.8723,0.7882,0.8149,0.8248,0.7405,0.8610,0.7639,0.7976,0.7793,0.7411
exp_0038,0.001,0.3,512,3,0.01,1.0,1,0.0,3,300,50,scaffold,95.8855,85.6278,,82.1925,,137,True,2025-11-21 11:46:13,0.9615,0.8828,0.8843,0.8474,0.9225,0.8755,0.7785,0.7912,0.7421,0.8259,0.8499,0.7529,0.7826,0.7448,0.7649
exp_0037,0.001,0.3,128,3,0.01,1.0,1,0.0,3,300,50,scaffold,97.3185,87.3194,,83.3430,,103,True,2025-11-21 11:46:30,0.9740,0.9085,0.9094,0.8685,0.9534,0.8808,0.7785,0.7884,0.7299,0.8418,0.8645,0.7749,0.8064,0.7851,0.7598
exp_0056,0.001,0.3,512,3,1.0,1.0,1,1e-05,3,300,50,scaffold,95.3536,86.0798,,82.4669,,119,True,2025-11-21 11:48:00,0.9534,0.8857,0.8916,0.8886,0.8825,0.8795,0.7813,0.8035,0.7908,0.7690,0.8540,0.7639,0.7969,0.7759,0.7462
exp_0042,0.001,0.3,32,3,0.01,0.1,1,0.0,3,300,50,scaffold,96.9759,87.2063,,83.8801,,88,True,2025-11-21 11:49:04,0.9553,0.9038,0.9047,0.8633,0.9492,0.8639,0.7565,0.7611,0.6861,0.8481,0.8677,0.7701,0.8062,0.8011,0.7240
exp_0058,0.001,0.3,128,3,1.0,1.0,1,1e-05,5,300,50,scaffold,99.6301,88.3666,,84.3954,,77,True,2025-11-21 11:50:11,0.9958,0.9717,0.9734,0.9773,0.9654,0.8762,0.7895,0.8202,0.8491,0.7120,0.8783,0.7756,0.8115,0.8092,0.7257
exp_0041,0.001,0.3,512,3,0.01,1.0,1,0.0,5,300,50,scaffold,99.6896,87.9208,,82.4051,,127,True,2025-11-21 11:50:41,0.9973,0.9711,0.9727,0.9733,0.9688,0.8997,0.7992,0.8249,0.8370,0.7500,0.8578,0.7653,0.8016,0.7943,0.7223
exp_0034,0.001,0.3,128,3,0.1,0.01,1,0.0,5,300,50,scaffold,99.5893,88.7331,,84.1558,,74,True,2025-11-21 11:50:43,0.9965,0.9686,0.9703,0.9722,0.9646,0.8781,0.7923,0.8192,0.8321,0.7405,0.8793,0.7742,0.8097,0.8046,0.7291
exp_0054,0.001,0.3,32,3,1.0,1.0,1,1e-05,3,300,50,scaffold,97.3556,88.1572,,84.1032,,88,True,2025-11-21 11:51:01,0.9619,0.8967,0.8958,0.8396,0.9608,0.8717,0.7689,0.7705,0.6861,0.8766,0.8689,0.7756,0.8071,0.7862,0.7598
exp_0059,0.001,0.3,512,3,1.0,1.0,1,1e-05,5,300,50,scaffold,99.7395,88.3235,,82.1554,,131,True,2025-11-21 11:52:48,0.9977,0.9729,0.9742,0.9688,0.9775,0.8928,0.7964,0.8221,0.8321,0.7500,0.8611,0.7577,0.7972,0.7977,0.6985
exp_0026,0.001,0.3,512,3,0.1,0.1,1,0.0,3,300,50,scaffold,95.9459,85.7834,,82.1060,,137,True,2025-11-21 11:53:25,0.9619,0.8840,0.8857,0.8504,0.9217,0.8759,0.7785,0.7906,0.7397,0.8291,0.8477,0.7536,0.7857,0.7563,0.7496
exp_0029,0.001,0.3,512,3,0.1,0.1,1,0.0,5,300,50,scaffold,99.6840,87.7945,,82.6675,,126,True,2025-11-21 11:55:04,0.9973,0.9702,0.9718,0.9710,0.9692,0.8966,0.7882,0.8184,0.8443,0.7152,0.8650,0.7646,0.8021,0.7989,0.7138
exp_0186,0.0001,0.3,32,3,0.1,0.1,1,1e-05,3,300,50,scaffold,95.7628,88.2172,,83.7821,,292,True,2025-11-21 11:56:55,0.9573,0.8956,0.9000,0.8890,0.9030,0.8942,0.8102,0.8258,0.7956,0.8291,0.8668,0.7769,0.8133,0.8138,0.7223
exp_0174,0.0001,0.3,32,3,1.0,0.01,1,1e-05,3,300,50,scaffold,95.6889,88.3269,,83.6564,,292,True,2025-11-21 11:57:18,0.9567,0.8948,0.8998,0.8934,0.8963,0.8961,0.8129,0.8287,0.8005,0.8291,0.8657,0.7838,0.8207,0.8287,0.7172
exp_0177,0.0001,0.3,32,3,1.0,0.01,1,1e-05,5,300,50,scaffold,97.0977,88.0563,,83.9703,,165,True,2025-11-21 11:58:17,0.9665,0.9154,0.9201,0.9220,0.9080,0.9052,0.7937,0.8214,0.8394,0.7342,0.8735,0.7763,0.8166,0.8345,0.6899
exp_0022,0.001,0.3,128,3,0.1,1.0,1,0.0,5,300,50,scaffold,99.5441,88.5776,,83.7038,,74,True,2025-11-21 11:59:34,0.9962,0.9664,0.9683,0.9703,0.9621,0.8817,0.7703,0.7990,0.8078,0.7215,0.8735,0.7687,0.8035,0.7920,0.7342
exp_0027,0.001,0.3,32,3,0.1,0.1,1,0.0,5,300,50,scaffold,99.3727,88.3858,,83.9932,,58,True,2025-11-21 11:59:45,0.9945,0.9609,0.9631,0.9632,0.9584,0.8723,0.7854,0.8160,0.8418,0.7120,0.8750,0.7612,0.7979,0.7897,0.7189
exp_0178,0.0001,0.3,128,3,1.0,0.01,1,1e-05,5,300,50,scaffold,99.0421,88.2865,,82.4405,,427,True,2025-11-21 11:59:52,0.9916,0.9464,0.9491,0.9443,0.9488,0.9041,0.8006,0.8259,0.8370,0.7532,0.8575,0.7660,0.8044,0.8057,0.7070
exp_0169,0.0001,0.3,128,3,1.0,0.1,1,1e-05,3,300,50,scaffold,95.7784,87.2994,,83.6890,,411,True,2025-11-21 12:00:29,0.9590,0.8899,0.8947,0.8853,0.8950,0.8927,0.8116,0.8331,0.8321,0.7848,0.8682,0.7804,0.8124,0.7966,0.7564
exp_0170,0.0001,0.3,512,3,1.0,0.1,1,1e-05,3,300,50,scaffold,92.2807,86.3947,,81.4027,,500,False,2025-11-21 12:00:58,0.9270,0.8416,0.8445,0.8136,0.8730,0.8898,0.7978,0.8127,0.7762,0.8259,0.8425,0.7515,0.7924,0.7943,0.6882
exp_0053,0.001,0.3,512,3,0.01,0.01,1,0.0,5,300,50,scaffold,99.6989,87.9662,,82.1980,,127,True,2025-11-21 12:05:21,0.9974,0.9733,0.9748,0.9773,0.9688,0.8963,0.7937,0.8214,0.8394,0.7342,0.8575,0.7680,0.8057,0.8057,0.7121
exp_0023,0.001,0.3,512,3,0.1,1.0,1,0.0,5,300,50,scaffold,99.8727,87.9570,,82.4721,,173,True,2025-11-21 12:05:40,0.9989,0.9808,0.9818,0.9792,0.9825,0.9011,0.7909,0.8208,0.8467,0.7184,0.8562,0.7701,0.8098,0.8195,0.6968
exp_0018,0.001,0.3,32,3,0.1,1.0,1,0.0,3,300,50,scaffold,97.1531,87.5666,,83.7807,,88,True,2025-11-21 12:05:45,0.9610,0.9066,0.9073,0.8648,0.9534,0.8691,0.7813,0.7877,0.7178,0.8639,0.8692,0.7625,0.7955,0.7736,0.7462
exp_0044,0.001,0.3,512,3,0.01,0.1,1,0.0,3,300,50,scaffold,95.4267,85.7749,,82.2346,,120,True,2025-11-21 12:09:30,0.9578,0.8810,0.8844,0.8608,0.9038,0.8816,0.7854,0.7974,0.7470,0.8354,0.8468,0.7612,0.7941,0.7713,0.7462
exp_0008,0.001,0.3,512,3,1.0,0.1,1,0.0,3,300,50,scaffold,95.1279,85.8219,,82.1784,,119,True,2025-11-21 12:09:46,0.9513,0.8854,0.8920,0.8957,0.8738,0.8755,0.7923,0.8143,0.8054,0.7753,0.8520,0.7605,0.7939,0.7724,0.7428
exp_0015,0.001,0.3,32,3,1.0,0.01,1,0.0,5,300,50,scaffold,99.3305,88.0871,,83.3531,,72,True,2025-11-21 12:11:08,0.9942,0.9609,0.9628,0.9573,0.9650,0.8835,0.7868,0.8139,0.8248,0.7373,0.8659,0.7721,0.8105,0.8161,0.7070
exp_0001,0.001,0.3,128,3,1.0,1.0,1,0.0,3,300,50,scaffold,96.8928,87.5635,,83.7605,,103,True,2025-11-21 12:11:41,0.9700,0.9011,0.9024,0.8652,0.9413,0.8858,0.7799,0.7911,0.7372,0.8354,0.8691,0.7756,0.8093,0.7977,0.7428
exp_0047,0.001,0.3,512,3,0.01,0.1,1,0.0,5,300,50,scaffold,99.4925,87.8908,,82.6631,,109,True,2025-11-21 12:14:29,0.9955,0.9619,0.9641,0.9662,0.9571,0.8943,0.7964,0.8246,0.8467,0.7310,0.8650,0.7694,0.8089,0.8172,0.6985
exp_0005,0.001,0.3,512,3,1.0,1.0,1,0.0,5,300,50,scaffold,99.4920,88.2819,,82.7585,,109,True,2025-11-21 12:14:41,0.9956,0.9609,0.9632,0.9677,0.9534,0.9001,0.7950,0.8241,0.8491,0.7247,0.8640,0.7728,0.8103,0.8126,0.7138
exp_0101,0.001,0.3,512,3,0.01,0.1,1,1e-05,5,300,50,scaffold,99.7170,87.9339,,81.9636,,126,True,2025-11-21 12:16:18,0.9976,0.9733,0.9747,0.9718,0.9750,0.8962,0.7882,0.8167,0.8345,0.7278,0.8546,0.7728,0.8099,0.8103,0.7172
exp_0173,0.0001,0.3,512,3,1.0,0.1,1,1e-05,5,300,50,scaffold,97.5403,87.9423,,82.3719,,500,False,2025-11-21 12:17:23,0.9783,0.9209,0.9250,0.9228,0.9188,0.9099,0.7923,0.8161,0.8151,0.7627,0.8621,0.7708,0.8072,0.8034,0.7223
exp_0088,0.001,0.3,128,3,0.1,0.01,1,1e-05,5,300,50,scaffold,99.7804,89.1435,,83.3286,,86,True,2025-11-21 12:17:24,0.9981,0.9749,0.9763,0.9777,0.9717,0.8793,0.7909,0.8195,0.8394,0.7278,0.8725,0.7618,0.7958,0.7770,0.7394
exp_0268,1e-05,0.3,128,3,0.01,0.01,1,0.0,5,300,50,scaffold,90.9924,85.2490,,81.7870,,500,False,2025-11-21 12:19:57,0.9191,0.8324,0.8401,0.8329,0.8317,0.8864,0.7827,0.8054,0.7956,0.7658,0.8559,0.7515,0.7905,0.7851,0.7019
exp_0163,0.0001,0.3,128,3,1.0,1.0,1,1e-05,3,300,50,scaffold,95.8027,87.3379,,83.7377,,411,True,2025-11-21 12:22:02,0.9593,0.8893,0.8941,0.8841,0.8950,0.8927,0.8102,0.8309,0.8248,0.7911,0.8685,0.7804,0.8124,0.7966,0.7564
exp_0073,0.001,0.3,128,3,0.1,1.0,1,1e-05,3,300,50,scaffold,97.0271,87.6729,,83.5686,,103,True,2025-11-21 12:22:36,0.9724,0.9013,0.9014,0.8533,0.9550,0.8791,0.7689,0.7766,0.7105,0.8449,0.8643,0.7728,0.8079,0.8000,0.7325
exp_0049,0.001,0.3,128,3,0.01,0.01,1,0.0,3,300,50,scaffold,97.0904,87.3529,,83.4934,,103,True,2025-11-21 12:22:36,0.9720,0.9015,0.9021,0.8585,0.9496,0.8829,0.7689,0.7784,0.7178,0.8354,0.8623,0.7776,0.8110,0.7989,0.7462
exp_0166,0.0001,0.3,128,3,1.0,1.0,1,1e-05,5,300,50,scaffold,98.9224,88.3743,,82.9829,,391,True,2025-11-21 12:24:28,0.9906,0.9462,0.9494,0.9540,0.9375,0.9036,0.7978,0.8281,0.8613,0.7152,0.8622,0.7749,0.8134,0.8218,0.7053
exp_0078,0.001,0.3,32,3,0.1,0.1,1,1e-05,3,300,50,scaffold,97.4035,87.1970,,83.4305,,88,True,2025-11-21 12:25:50,0.9679,0.8983,0.8975,0.8422,0.9613,0.8766,0.7634,0.7644,0.6788,0.8734,0.8632,0.7639,0.7950,0.7667,0.7598
exp_0030,0.001,0.3,32,3,0.1,0.01,1,0.0,3,300,50,scaffold,96.4159,87.6220,,83.9385,,88,True,2025-11-21 12:26:09,0.9378,0.9042,0.9053,0.8663,0.9467,0.8508,0.7648,0.7741,0.7129,0.8323,0.8684,0.7660,0.7993,0.7805,0.7445
exp_0081,0.001,0.3,32,3,0.1,0.1,1,1e-05,5,300,50,scaffold,99.4714,88.0340,,82.7206,,70,True,2025-11-21 12:26:38,0.9950,0.9647,0.9662,0.9566,0.9738,0.8796,0.7840,0.8040,0.7835,0.7848,0.8614,0.7680,0.8066,0.8103,0.7053
exp_0025,0.001,0.3,128,3,0.1,0.1,1,0.0,3,300,50,scaffold,97.0245,87.8692,,83.6724,,103,True,2025-11-21 12:27:03,0.9718,0.9009,0.9015,0.8585,0.9484,0.8824,0.7758,0.7858,0.7275,0.8386,0.8657,0.7811,0.8144,0.8046,0.7462
exp_0074,0.001,0.3,512,3,0.1,1.0,1,1e-05,3,300,50,scaffold,94.7470,86.0960,,81.9015,,100,True,2025-11-21 12:28:54,0.9513,0.8722,0.8778,0.8685,0.8763,0.8795,0.7813,0.7990,0.7689,0.7975,0.8440,0.7529,0.7897,0.7770,0.7172
exp_0028,0.001,0.3,128,3,0.1,0.1,1,0.0,5,300,50,scaffold,99.7208,88.6946,,82.9875,,86,True,2025-11-21 12:31:10,0.9976,0.9719,0.9734,0.9733,0.9704,0.8906,0.7992,0.8270,0.8491,0.7342,0.8719,0.7557,0.7903,0.7713,0.7325
exp_0019,0.001,0.3,128,3,0.1,1.0,1,0.0,3,300,50,scaffold,97.2028,87.5254,,83.4213,,103,True,2025-11-21 12:32:12,0.9726,0.9056,0.9064,0.8652,0.9509,0.8801,0.7772,0.7857,0.7226,0.8481,0.8662,0.7742,0.8070,0.7908,0.7496
exp_0068,0.001,0.3,512,3,1.0,0.01,1,1e-05,3,300,50,scaffold,95.6399,86.2007,,81.8890,,132,True,2025-11-21 12:32:58,0.9564,0.8850,0.8905,0.8845,0.8855,0.8797,0.7978,0.8169,0.7981,0.7975,0.8509,0.7625,0.8021,0.8057,0.6985
exp_0072,0.001,0.3,32,3,0.1,1.0,1,1e-05,3,300,50,scaffold,97.3487,86.9306,,83.2328,,88,True,2025-11-21 12:33:51,0.9667,0.9052,0.9052,0.8567,0.9596,0.8700,0.7703,0.7740,0.6959,0.8671,0.8623,0.7714,0.8045,0.7874,0.7479
exp_0048,0.001,0.3,32,3,0.01,0.01,1,0.0,3,300,50,scaffold,97.3129,87.4326,,83.6896,,88,True,2025-11-21 12:33:52,0.9627,0.9115,0.9128,0.8763,0.9509,0.8693,0.7717,0.7822,0.7251,0.8323,0.8666,0.7783,0.8143,0.8138,0.7257
exp_0014,0.001,0.3,512,3,1.0,0.01,1,0.0,3,300,50,scaffold,95.1201,85.9759,,82.2086,,119,True,2025-11-21 12:35:53,0.9511,0.8846,0.8911,0.8934,0.8746,0.8757,0.7923,0.8133,0.8005,0.7816,0.8511,0.7625,0.7972,0.7816,0.7342
exp_0051,0.001,0.3,32,3,0.01,0.01,1,0.0,5,300,50,scaffold,99.3906,88.2242,,83.3846,,79,True,2025-11-21 12:36:11,0.9932,0.9627,0.9642,0.9506,0.9763,0.8785,0.7895,0.8118,0.8029,0.7722,0.8627,0.7687,0.8159,0.8586,0.6354
exp_0013,0.001,0.3,128,3,1.0,0.01,1,0.0,3,300,50,scaffold,96.9758,87.3860,,83.7589,,103,True,2025-11-21 12:36:14,0.9705,0.9050,0.9058,0.8645,0.9504,0.8802,0.7730,0.7779,0.7032,0.8639,0.8694,0.7790,0.8117,0.7977,0.7513
exp_0168,0.0001,0.3,32,3,1.0,0.1,1,1e-05,3,300,50,scaffold,95.7481,88.2888,,83.7465,,292,True,2025-11-21 12:36:17,0.9570,0.8954,0.8998,0.8890,0.9025,0.8948,0.8129,0.8283,0.7981,0.8323,0.8661,0.7817,0.8187,0.8253,0.7172
exp_0162,0.0001,0.3,32,3,1.0,1.0,1,1e-05,3,300,50,scaffold,95.6106,88.3420,,83.3692,,292,True,2025-11-21 12:36:59,0.9555,0.8905,0.8952,0.8849,0.8967,0.8939,0.8171,0.8327,0.8054,0.8323,0.8603,0.7783,0.8162,0.8241,0.7104
exp_0062,0.001,0.3,512,3,1.0,0.1,1,1e-05,3,300,50,scaffold,95.6746,86.0829,,81.8622,,132,True,2025-11-21 12:37:05,0.9568,0.8879,0.8935,0.8897,0.8859,0.8767,0.7978,0.8183,0.8054,0.7880,0.8529,0.7653,0.8028,0.8000,0.7138
